Conflict_ID,Region,Conflict_Type,Start_Date,End_Date,Number_of_Incidents,Number_of_Deaths,Intervention_ID,Intervention_Country,Intervention_Organization,Intervention_Type,Intervention_Start_Date,Intervention_End_Date,Intervention_Success,Country,Population,GDP_Per_Capita,Unemployment_Rate,Poverty_Index,Literacy_Rate,Ethnic_Group,Main_Religion,Ethnic_Religious_Tension,Number_of_Conflicts,Last_Conflict_Date,Corruption_Index,Governance_Quality,Government_Transparency,Number_of_Scandals,Number_of_Displaced_People,Number_of_Refugees,Humanitarian_Needs,Access_to_Humanitarian_Aid,Technology_Use_in_Conflicts,Technological_Investment,Number_of_Data_Analysis_Projects,Data_Analysis_Effectiveness
3944,Syria,civil war,2020-10-18,2023-01-01,48,404,3944,Iran,Red Cross,diplomatic,2020-10-18,2023-01-01,yes,Afghanistan,37049157,6716,44.78,23.89,76.56,Turkoman,Sunni Islam,medium,8,2030-10-18,7.83,8,8,6,341504,2745409,medicine,low,high,12,42,3
3945,Syria,terrorism,2020-10-19,2023-01-01,94,173,3945,Iraq,NATO,humanitarian,2020-10-19,,partial,Syria,28326564,38560,23.49,56.47,54.6,Arab,Sunni Islam,medium,9,2030-10-19,3.07,6,2,1,2103025,1822393,food,medium,high,92,20,2
3946,Iraq,civil war,2020-10-20,2023-01-01,58,229,3946,Afghanistan,UN,military,2020-10-20,2023-01-01,yes,Syria,16704443,19815,7.19,44.98,80.03,Kurd,Christianity,medium,7,2030-10-20,8.22,1,5,6,3409257,1694892,water,low,low,69,24,4
3947,Iran,civil war,2020-10-21,2023-01-01,32,41,3947,Iraq,NATO,humanitarian,2020-10-21,,partial,Afghanistan,13045019,12698,41.84,43.41,78.03,Baluchi,Christianity,medium,11,2030-10-21,2.91,8,2,1,1216278,1444224,water,high,medium,88,16,5
3948,Yemen,civil war,2020-10-22,2023-01-01,53,912,3948,Afghanistan,UN,diplomatic,2020-10-22,,partial,Afghanistan,21072129,12783,15.55,20.77,53.33,Arab,Christianity,high,13,2030-10-22,8.84,2,8,9,2159507,2613645,medicine,medium,low,38,33,9
3949,Iran,civil war,2020-10-23,,67,289,3949,Syria,Red Cross,military,2020-10-23,2023-01-01,partial,Afghanistan,34189618,41932,31.87,6.39,75.98,Baluchi,Sunni Islam,high,17,2030-10-23,9.5,5,5,6,2265408,1217091,water,low,medium,86,1,9
3950,Iraq,civil war,2020-10-24,2023-01-01,15,83,3950,Syria,NATO,military,2020-10-24,,no,Iran,16738041,23753,24.38,57.68,75.88,Kurd,Sunni Islam,high,17,2030-10-24,4.99,8,6,6,2250261,1369629,water,low,low,2,49,2
3951,Iran,territorial conflict,2020-10-25,,12,570,3951,Syria,UN,diplomatic,2020-10-25,,partial,Iraq,11423363,27517,16.39,55.96,79.56,Persian,Christianity,low,19,2030-10-25,8.3,5,9,4,3330054,388246,food,low,medium,63,37,3
3952,Syria,civil war,2020-10-26,,88,351,3952,Iraq,UN,humanitarian,2020-10-26,2023-01-01,yes,Yemen,31997258,23251,36.63,17.23,67.93,Kurd,Christianity,low,5,2030-10-26,8.49,1,7,7,2328375,1059321,water,low,medium,34,38,5
3953,Yemen,terrorism,2020-10-27,2023-01-01,89,932,3953,Iraq,UN,diplomatic,2020-10-27,,no,Afghanistan,25730344,39145,27.62,29.25,88.9,Persian,Sunni Islam,medium,2,2030-10-27,4.76,6,4,5,1465299,1918328,shelter,low,low,10,45,9
3954,Yemen,territorial conflict,2020-10-28,,46,998,3954,Yemen,UN,humanitarian,2020-10-28,,no,Afghanistan,35712394,833,5.11,52.17,87.13,Baluchi,Christianity,high,14,2030-10-28,3.81,7,2,9,1654523,854766,medicine,medium,low,37,47,4
3955,Iraq,civil war,2020-10-29,,67,179,3955,Afghanistan,NATO,diplomatic,2020-10-29,2023-01-01,yes,Yemen,13113136,31638,47.12,19.4,60.51,Kurd,Christianity,low,0,2030-10-29,9.17,6,2,7,4181088,1846757,water,high,low,23,42,6
3956,Yemen,terrorism,2020-10-30,2023-01-01,79,251,3956,Syria,UN,humanitarian,2020-10-30,2023-01-01,partial,Iraq,38543311,43673,46.36,22.05,53.65,Turkoman,Shia Islam,low,6,2030-10-30,7.25,8,2,4,4970856,206598,medicine,medium,medium,60,20,3
3957,Iraq,territorial conflict,2020-10-31,,92,753,3957,Iraq,NATO,military,2020-10-31,2023-01-01,no,Iran,30341346,48649,24.8,59.02,91.53,Turkoman,Christianity,low,13,2030-10-31,9.84,6,2,5,3404126,531185,water,high,low,21,38,1
3958,Afghanistan,terrorism,2020-11-01,2023-01-01,7,56,3958,Afghanistan,NATO,humanitarian,2020-11-01,,yes,Afghanistan,23265480,47017,22.68,8.31,78.21,Persian,Christianity,high,15,2030-11-01,5.8,4,1,0,3833468,2571106,shelter,low,medium,53,36,6
3959,Yemen,civil war,2020-11-02,2023-01-01,33,935,3959,Yemen,UN,diplomatic,2020-11-02,,no,Afghanistan,4435062,2185,25.08,27.71,62.03,Arab,Sunni Islam,medium,4,2030-11-02,1.5,9,6,8,520962,2788095,water,medium,low,70,30,1
3960,Syria,terrorism,2020-11-03,,34,884,3960,Iran,Red Cross,humanitarian,2020-11-03,,no,Afghanistan,30679723,36904,21.5,50.53,70.08,Turkoman,Sunni Islam,medium,4,2030-11-03,4.36,9,3,0,591064,862055,food,high,medium,88,28,2
3961,Syria,territorial conflict,2020-11-04,2023-01-01,66,203,3961,Iran,UN,military,2020-11-04,,no,Syria,1349744,32018,41.26,29.55,59.04,Turkoman,Sunni Islam,medium,18,2030-11-04,4.0,6,5,7,1183435,2682209,water,medium,medium,57,8,2
3962,Afghanistan,territorial conflict,2020-11-05,2023-01-01,93,840,3962,Afghanistan,Red Cross,humanitarian,2020-11-05,,no,Afghanistan,17608892,43557,7.73,16.93,65.92,Arab,Sunni Islam,high,18,2030-11-05,1.81,1,3,7,607568,1541930,water,low,medium,14,5,3
3963,Afghanistan,territorial conflict,2020-11-06,,2,489,3963,Iran,NATO,humanitarian,2020-11-06,2023-01-01,no,Iran,28509328,31917,35.21,5.18,63.85,Turkoman,Sunni Islam,high,6,2030-11-06,5.56,3,9,2,2312780,268848,medicine,medium,low,29,38,3
3964,Syria,territorial conflict,2020-11-07,2023-01-01,35,236,3964,Yemen,Red Cross,diplomatic,2020-11-07,,yes,Iraq,39841451,46119,42.44,8.76,50.69,Baluchi,Shia Islam,low,9,2030-11-07,1.45,7,7,0,3149003,737243,food,low,medium,39,3,7
3965,Syria,terrorism,2020-11-08,,51,545,3965,Yemen,Red Cross,humanitarian,2020-11-08,2023-01-01,yes,Yemen,22789872,40907,25.49,5.84,97.59,Arab,Sunni Islam,high,14,2030-11-08,5.81,9,2,1,2533536,335674,shelter,low,high,58,4,1
3966,Iran,terrorism,2020-11-09,,38,388,3966,Iraq,NATO,humanitarian,2020-11-09,2023-01-01,no,Iraq,14065698,20746,19.36,32.88,71.54,Turkoman,Shia Islam,high,17,2030-11-09,6.9,2,5,8,1996702,2171965,medicine,low,medium,62,1,2
3967,Yemen,territorial conflict,2020-11-10,2023-01-01,32,429,3967,Afghanistan,Red Cross,diplomatic,2020-11-10,,yes,Iraq,5147220,16394,8.29,8.87,58.75,Baluchi,Christianity,high,6,2030-11-10,9.51,4,7,5,792461,389665,water,medium,high,82,44,1
3968,Iran,terrorism,2020-11-11,,88,402,3968,Iraq,NATO,diplomatic,2020-11-11,,no,Syria,10240591,15308,36.64,16.35,98.24,Persian,Sunni Islam,medium,15,2030-11-11,4.37,9,5,1,3145181,253003,water,high,low,29,6,3
3969,Yemen,territorial conflict,2020-11-12,,95,279,3969,Iran,NATO,military,2020-11-12,,partial,Yemen,6147885,41692,42.07,26.35,82.15,Kurd,Christianity,high,1,2030-11-12,4.64,6,6,9,3021967,1333888,medicine,medium,high,88,20,7
3970,Yemen,civil war,2020-11-13,2023-01-01,65,500,3970,Yemen,NATO,diplomatic,2020-11-13,,no,Iran,20137154,27282,26.97,43.57,90.18,Baluchi,Shia Islam,low,6,2030-11-13,6.35,9,6,7,4809661,66649,medicine,low,medium,49,7,5
3971,Iran,terrorism,2020-11-14,,21,859,3971,Iraq,Red Cross,military,2020-11-14,,no,Afghanistan,3052786,12692,6.34,47.46,68.27,Arab,Sunni Islam,low,5,2030-11-14,2.06,1,1,0,1933960,1085028,food,high,high,48,29,9
3972,Yemen,terrorism,2020-11-15,,7,671,3972,Afghanistan,UN,military,2020-11-15,,yes,Iraq,33094739,28791,17.13,11.95,93.13,Arab,Shia Islam,low,8,2030-11-15,7.16,9,3,2,2661740,715196,medicine,high,medium,60,42,1
3973,Iraq,civil war,2020-11-16,2023-01-01,91,563,3973,Iraq,UN,humanitarian,2020-11-16,,yes,Iraq,7077287,5948,44.82,24.94,79.79,Persian,Shia Islam,high,13,2030-11-16,9.13,4,7,5,2599459,2871545,medicine,medium,low,66,48,9
3974,Iran,civil war,2020-11-17,2023-01-01,36,802,3974,Afghanistan,NATO,humanitarian,2020-11-17,2023-01-01,partial,Iran,9031420,16589,22.06,6.91,63.51,Baluchi,Shia Islam,high,3,2030-11-17,6.9,9,3,4,4115582,2956914,shelter,high,low,56,46,2
3975,Syria,territorial conflict,2020-11-18,2023-01-01,84,783,3975,Syria,Red Cross,humanitarian,2020-11-18,,partial,Iraq,4585897,48289,40.8,17.48,80.6,Kurd,Sunni Islam,medium,10,2030-11-18,7.29,9,8,6,160590,218960,water,low,high,33,17,4
3976,Iraq,terrorism,2020-11-19,,51,849,3976,Yemen,Red Cross,diplomatic,2020-11-19,,yes,Yemen,20183572,3620,12.98,13.95,93.82,Persian,Christianity,medium,14,2030-11-19,5.86,4,9,1,2267457,1189647,water,medium,high,62,36,6
3977,Iran,territorial conflict,2020-11-20,,29,846,3977,Syria,NATO,military,2020-11-20,,partial,Afghanistan,29079700,11755,29.1,11.18,68.45,Arab,Shia Islam,medium,7,2030-11-20,5.25,7,4,1,3869964,2735286,medicine,low,low,93,39,4
3978,Yemen,terrorism,2020-11-21,2023-01-01,43,209,3978,Yemen,NATO,diplomatic,2020-11-21,2023-01-01,partial,Syria,20118929,34462,10.05,10.32,98.16,Arab,Shia Islam,medium,11,2030-11-21,4.68,9,1,9,2155107,1406424,shelter,low,medium,64,49,7
3979,Afghanistan,terrorism,2020-11-22,2023-01-01,35,185,3979,Iran,Red Cross,humanitarian,2020-11-22,,yes,Iran,8186677,1776,48.4,59.15,77.57,Kurd,Christianity,high,16,2030-11-22,6.54,2,1,8,4993974,1652437,water,medium,high,32,19,7
3980,Yemen,territorial conflict,2020-11-23,2023-01-01,41,572,3980,Iran,NATO,diplomatic,2020-11-23,2023-01-01,partial,Iran,8217035,42544,34.07,30.53,78.68,Kurd,Shia Islam,medium,7,2030-11-23,3.42,1,1,0,1539879,2922813,water,low,low,47,17,9
3981,Syria,territorial conflict,2020-11-24,2023-01-01,74,764,3981,Yemen,Red Cross,military,2020-11-24,2023-01-01,yes,Yemen,7602535,9838,20.26,49.99,71.86,Arab,Sunni Islam,high,0,2030-11-24,6.03,3,6,1,442994,647394,food,medium,medium,90,36,6
3982,Iran,civil war,2020-11-25,,93,462,3982,Iraq,NATO,military,2020-11-25,,yes,Syria,20790672,15660,20.79,48.38,58.42,Kurd,Christianity,medium,17,2030-11-25,5.12,2,5,5,3782308,100988,food,medium,medium,3,11,9
3983,Iraq,territorial conflict,2020-11-26,,36,344,3983,Iran,NATO,military,2020-11-26,2023-01-01,yes,Afghanistan,32691103,28091,35.39,29.87,96.57,Kurd,Sunni Islam,medium,2,2030-11-26,4.61,6,8,3,4606521,2416004,food,high,medium,11,44,9
3984,Iran,civil war,2020-11-27,,48,741,3984,Iran,Red Cross,military,2020-11-27,,no,Iraq,17582752,4711,11.47,35.33,82.77,Turkoman,Christianity,high,3,2030-11-27,3.65,9,3,5,3682637,2875246,shelter,medium,high,40,2,8
3985,Yemen,civil war,2020-11-28,2023-01-01,35,673,3985,Syria,Red Cross,military,2020-11-28,2023-01-01,partial,Afghanistan,4268611,37377,11.07,38.88,91.14,Arab,Christianity,low,12,2030-11-28,3.92,1,5,5,4661980,1318640,medicine,low,medium,28,40,6
3986,Afghanistan,terrorism,2020-11-29,2023-01-01,43,998,3986,Yemen,NATO,humanitarian,2020-11-29,,partial,Yemen,37381890,14397,15.13,34.01,54.61,Kurd,Christianity,low,17,2030-11-29,1.78,4,1,2,3944495,378779,food,medium,medium,73,30,5
3987,Iraq,territorial conflict,2020-11-30,,28,537,3987,Iran,NATO,diplomatic,2020-11-30,,yes,Iran,1800755,15219,16.13,11.92,67.87,Arab,Christianity,high,7,2030-11-30,9.67,5,1,7,3296851,1845371,water,medium,low,18,6,7
3988,Afghanistan,terrorism,2020-12-01,2023-01-01,50,990,3988,Iran,UN,military,2020-12-01,,yes,Yemen,15548647,25976,27.72,49.41,52.43,Turkoman,Shia Islam,high,18,2030-12-01,3.4,4,3,1,4793353,420789,food,medium,medium,34,9,6
3989,Iran,terrorism,2020-12-02,2023-01-01,61,925,3989,Iran,UN,military,2020-12-02,,no,Yemen,10417293,5002,17.08,7.44,98.59,Baluchi,Shia Islam,medium,5,2030-12-02,2.62,7,3,3,1847333,805411,shelter,medium,low,1,17,9
3990,Yemen,terrorism,2020-12-03,,19,935,3990,Afghanistan,Red Cross,humanitarian,2020-12-03,2023-01-01,no,Afghanistan,32726834,40203,20.78,19.26,67.49,Turkoman,Sunni Islam,low,17,2030-12-03,1.1,5,8,6,3383990,2611179,food,low,medium,6,11,7
3991,Iran,terrorism,2020-12-04,,36,665,3991,Afghanistan,NATO,diplomatic,2020-12-04,2023-01-01,partial,Syria,12097484,10984,41.74,41.73,98.09,Persian,Sunni Islam,low,5,2030-12-04,3.51,9,1,0,3861522,1959424,food,high,medium,93,41,5
3992,Syria,terrorism,2020-12-05,2023-01-01,32,271,3992,Yemen,Red Cross,diplomatic,2020-12-05,2023-01-01,partial,Syria,10026425,40858,28.46,57.9,51.02,Persian,Shia Islam,high,2,2030-12-05,4.21,5,5,4,789089,1995989,medicine,low,medium,55,1,5
3993,Yemen,territorial conflict,2020-12-06,2023-01-01,24,800,3993,Afghanistan,NATO,humanitarian,2020-12-06,,no,Syria,29478205,23050,24.77,46.18,73.01,Arab,Christianity,high,14,2030-12-06,2.96,6,9,8,1393416,1618968,medicine,low,high,33,31,3
3994,Yemen,civil war,2020-12-07,,54,233,3994,Iran,UN,diplomatic,2020-12-07,2023-01-01,yes,Afghanistan,4447300,41246,9.02,20.77,66.94,Arab,Shia Islam,medium,7,2030-12-07,8.23,5,8,9,2594055,1275772,water,high,low,64,14,7
3995,Syria,terrorism,2020-12-08,,96,700,3995,Afghanistan,UN,military,2020-12-08,,partial,Iraq,12213695,5466,42.81,44.79,96.17,Kurd,Shia Islam,medium,1,2030-12-08,2.36,7,7,8,1990090,272789,shelter,high,high,82,42,5
3996,Syria,territorial conflict,2020-12-09,2023-01-01,45,269,3996,Yemen,UN,military,2020-12-09,2023-01-01,no,Iraq,9224839,23353,20.02,42.52,78.43,Kurd,Christianity,low,9,2030-12-09,4.69,8,5,0,2949143,1430037,medicine,medium,low,80,31,8
3997,Afghanistan,civil war,2020-12-10,2023-01-01,53,463,3997,Iraq,UN,humanitarian,2020-12-10,2023-01-01,no,Syria,31788212,33272,19.13,15.4,58.49,Arab,Sunni Islam,medium,12,2030-12-10,7.94,2,7,9,3970603,877617,shelter,low,high,21,49,1
3998,Afghanistan,territorial conflict,2020-12-11,,42,126,3998,Syria,UN,military,2020-12-11,2023-01-01,partial,Iran,39411352,10929,6.64,49.34,63.91,Kurd,Sunni Islam,low,15,2030-12-11,8.79,3,7,7,4544611,1805104,medicine,medium,medium,61,29,8
3999,Syria,territorial conflict,2020-12-12,,98,815,3999,Yemen,UN,humanitarian,2020-12-12,2023-01-01,partial,Iraq,10574204,33840,45.29,57.0,79.44,Persian,Christianity,low,9,2030-12-12,1.5,4,7,6,2132790,2483486,shelter,low,medium,58,43,3
4000,Syria,territorial conflict,2020-12-13,,28,558,4000,Iran,UN,diplomatic,2020-12-13,2023-01-01,no,Syria,12481158,49783,7.78,33.9,74.4,Baluchi,Christianity,high,11,2030-12-13,2.82,3,8,8,2308970,325150,medicine,low,medium,58,48,3
4001,Iran,terrorism,2020-12-14,,45,159,4001,Iraq,UN,diplomatic,2020-12-14,2023-01-01,no,Syria,39191534,48720,33.34,8.9,71.73,Kurd,Sunni Islam,low,4,2030-12-14,2.09,5,3,2,1070290,945939,shelter,medium,medium,32,3,7
4002,Iraq,civil war,2020-12-15,2023-01-01,23,935,4002,Syria,UN,humanitarian,2020-12-15,,no,Iran,29685630,12991,31.19,35.39,70.15,Persian,Sunni Islam,low,15,2030-12-15,7.48,7,9,1,3737548,2695923,medicine,low,high,63,46,3
4003,Syria,territorial conflict,2020-12-16,2023-01-01,99,851,4003,Yemen,Red Cross,diplomatic,2020-12-16,,no,Iran,24696972,6819,18.04,30.91,96.74,Kurd,Shia Islam,low,12,2030-12-16,7.43,6,3,5,4826368,817377,medicine,low,high,56,9,9
4004,Iran,terrorism,2020-12-17,,5,73,4004,Yemen,UN,diplomatic,2020-12-17,,partial,Afghanistan,28480144,18649,41.87,26.79,95.07,Persian,Shia Islam,high,10,2030-12-17,3.92,8,4,8,4788086,2038783,shelter,medium,low,48,38,8
4005,Iraq,civil war,2020-12-18,,72,777,4005,Iran,UN,diplomatic,2020-12-18,2023-01-01,partial,Syria,38079890,21197,19.55,54.13,63.43,Persian,Sunni Islam,medium,13,2030-12-18,8.08,3,5,3,2883617,424060,food,low,high,38,36,7
4006,Iraq,territorial conflict,2020-12-19,,37,933,4006,Iraq,Red Cross,military,2020-12-19,2023-01-01,partial,Iran,8964087,21443,10.65,59.25,96.98,Arab,Christianity,high,11,2030-12-19,2.81,5,7,8,1600285,1193256,water,medium,high,5,21,4
4007,Yemen,civil war,2020-12-20,2023-01-01,59,155,4007,Iraq,UN,humanitarian,2020-12-20,,yes,Yemen,26892113,29214,20.03,59.02,50.73,Kurd,Christianity,low,8,2030-12-20,8.75,5,3,5,399899,1885009,shelter,high,low,70,43,7
4008,Iran,civil war,2020-12-21,2023-01-01,23,42,4008,Iran,UN,diplomatic,2020-12-21,2023-01-01,no,Syria,13879293,28522,23.22,28.48,59.95,Baluchi,Sunni Islam,low,4,2030-12-21,6.57,5,5,0,2603582,2404793,shelter,high,low,69,37,7
4009,Iraq,terrorism,2020-12-22,,74,554,4009,Syria,Red Cross,military,2020-12-22,,yes,Yemen,11276019,21680,43.43,31.51,68.67,Persian,Shia Islam,medium,4,2030-12-22,9.0,5,2,7,1275643,2639974,food,low,high,72,26,3
4010,Yemen,terrorism,2020-12-23,,44,726,4010,Afghanistan,NATO,military,2020-12-23,,yes,Yemen,23820373,36926,7.32,39.8,65.84,Persian,Shia Islam,low,14,2030-12-23,2.37,2,2,4,1305209,725326,medicine,medium,high,25,48,3
4011,Iran,civil war,2020-12-24,2023-01-01,66,30,4011,Iraq,NATO,diplomatic,2020-12-24,2023-01-01,yes,Yemen,35332085,9986,10.74,9.84,77.8,Kurd,Shia Islam,low,13,2030-12-24,9.89,3,6,3,4817489,403498,medicine,low,high,84,7,9
4012,Yemen,terrorism,2020-12-25,2023-01-01,45,871,4012,Afghanistan,NATO,diplomatic,2020-12-25,,no,Iran,1237700,8018,29.04,14.35,90.34,Arab,Shia Islam,high,14,2030-12-25,6.31,8,1,3,1449569,1635529,water,medium,high,96,26,7
4013,Iraq,territorial conflict,2020-12-26,,95,626,4013,Iran,UN,humanitarian,2020-12-26,2023-01-01,yes,Iraq,22646089,22436,28.36,57.76,75.98,Arab,Sunni Islam,low,4,2030-12-26,6.84,7,2,7,2358499,93826,medicine,high,medium,91,39,8
4014,Iraq,civil war,2020-12-27,,91,336,4014,Yemen,Red Cross,humanitarian,2020-12-27,,partial,Iraq,4813783,40913,40.64,31.14,95.02,Turkoman,Shia Islam,high,1,2030-12-27,8.61,3,4,8,447849,2153926,water,high,low,26,26,4
4015,Yemen,territorial conflict,2020-12-28,,53,776,4015,Syria,Red Cross,diplomatic,2020-12-28,2023-01-01,no,Iran,6362410,38925,5.25,18.73,70.36,Arab,Sunni Islam,low,2,2030-12-28,8.4,9,8,2,2769396,1421634,water,high,high,42,21,5
4016,Iraq,civil war,2020-12-29,2023-01-01,99,433,4016,Iraq,UN,diplomatic,2020-12-29,,partial,Iraq,38033306,31933,28.57,36.81,70.26,Turkoman,Shia Islam,high,13,2030-12-29,5.2,5,2,2,4695016,2222657,medicine,medium,high,30,4,3
4017,Afghanistan,territorial conflict,2020-12-30,2023-01-01,39,165,4017,Iraq,Red Cross,diplomatic,2020-12-30,,yes,Iran,32770524,24355,44.75,20.1,62.53,Kurd,Sunni Islam,high,17,2030-12-30,1.5,8,6,8,1336879,2924013,shelter,low,low,56,28,8
4018,Syria,terrorism,2020-12-31,,31,922,4018,Iran,UN,military,2020-12-31,,yes,Iran,34120226,36671,44.53,55.98,83.64,Baluchi,Sunni Islam,high,16,2030-12-31,5.4,9,8,3,4006632,1070821,medicine,medium,high,74,19,9
4019,Syria,territorial conflict,2021-01-01,,41,263,4019,Iran,Red Cross,diplomatic,2021-01-01,2023-01-01,no,Iraq,13733226,15720,41.98,36.16,71.69,Baluchi,Christianity,low,4,2031-01-01,7.9,5,2,9,1989572,1989684,food,low,low,35,9,8
4020,Afghanistan,terrorism,2021-01-02,2023-01-01,84,294,4020,Iraq,Red Cross,diplomatic,2021-01-02,2023-01-01,partial,Iran,35879950,13065,30.04,19.05,94.15,Kurd,Sunni Islam,medium,15,2031-01-02,5.25,3,4,7,2950524,1742668,food,low,high,31,25,3
4021,Iran,territorial conflict,2021-01-03,2023-01-01,34,759,4021,Afghanistan,Red Cross,diplomatic,2021-01-03,,no,Iraq,14032810,20991,13.79,51.33,83.93,Persian,Sunni Islam,medium,2,2031-01-03,2.78,3,7,2,2575754,935239,medicine,low,medium,27,32,2
4022,Yemen,terrorism,2021-01-04,2023-01-01,22,192,4022,Yemen,UN,military,2021-01-04,2023-01-01,partial,Iraq,17046677,31686,28.38,6.27,88.11,Kurd,Christianity,high,1,2031-01-04,8.01,9,6,6,1533599,2126004,food,low,high,49,43,4
4023,Iran,territorial conflict,2021-01-05,,59,541,4023,Iraq,UN,military,2021-01-05,,yes,Syria,19215639,44282,38.79,37.51,76.49,Arab,Sunni Islam,low,2,2031-01-05,6.8,2,5,0,4065257,2962571,medicine,high,high,53,41,2
4024,Yemen,terrorism,2021-01-06,2023-01-01,96,38,4024,Yemen,Red Cross,military,2021-01-06,2023-01-01,partial,Iran,16621365,4114,41.41,12.59,76.54,Kurd,Christianity,medium,2,2031-01-06,3.65,5,3,2,2158295,166844,food,low,low,88,15,7
4025,Syria,territorial conflict,2021-01-07,,1,178,4025,Yemen,UN,humanitarian,2021-01-07,2023-01-01,no,Yemen,37420735,10837,8.93,26.18,56.84,Persian,Sunni Islam,medium,10,2031-01-07,3.19,6,3,1,3977743,905595,food,high,medium,79,28,8
4026,Syria,territorial conflict,2021-01-08,2023-01-01,77,371,4026,Syria,UN,diplomatic,2021-01-08,2023-01-01,partial,Afghanistan,2243712,39771,24.92,49.74,74.05,Arab,Sunni Islam,medium,10,2031-01-08,2.17,4,6,7,4922879,2493360,water,medium,high,34,18,1
4027,Afghanistan,terrorism,2021-01-09,2023-01-01,17,40,4027,Syria,UN,humanitarian,2021-01-09,,no,Syria,14139127,6009,32.4,51.5,95.15,Kurd,Sunni Islam,low,13,2031-01-09,6.99,5,8,6,4580647,49872,shelter,medium,low,46,38,4
4028,Yemen,territorial conflict,2021-01-10,,54,753,4028,Afghanistan,Red Cross,military,2021-01-10,,partial,Iran,30983856,29759,29.71,55.51,81.49,Turkoman,Sunni Islam,medium,4,2031-01-10,8.54,4,8,6,3986392,609877,medicine,high,medium,22,3,2
4029,Afghanistan,terrorism,2021-01-11,,86,586,4029,Syria,Red Cross,diplomatic,2021-01-11,2023-01-01,yes,Syria,24005508,28924,7.4,32.55,87.63,Baluchi,Sunni Islam,medium,8,2031-01-11,9.94,4,2,5,2111219,798695,shelter,low,low,4,32,7
4030,Afghanistan,territorial conflict,2021-01-12,,13,711,4030,Yemen,UN,diplomatic,2021-01-12,2023-01-01,yes,Iraq,20418118,19818,26.91,14.54,58.66,Turkoman,Sunni Islam,low,12,2031-01-12,3.07,6,2,1,348837,61471,shelter,low,medium,99,45,7
4031,Iran,territorial conflict,2021-01-13,,33,100,4031,Afghanistan,NATO,diplomatic,2021-01-13,,no,Iran,26326851,12766,29.26,33.97,73.31,Kurd,Shia Islam,high,14,2031-01-13,9.81,4,7,1,2260077,1610497,water,medium,low,32,1,3
4032,Afghanistan,territorial conflict,2021-01-14,,87,846,4032,Iran,Red Cross,humanitarian,2021-01-14,2023-01-01,no,Yemen,30716036,30706,21.72,43.65,65.95,Persian,Christianity,low,16,2031-01-14,2.3,8,1,7,580548,1204495,shelter,high,medium,32,24,5
4033,Iraq,civil war,2021-01-15,2023-01-01,98,443,4033,Syria,UN,diplomatic,2021-01-15,,yes,Afghanistan,6628232,12670,37.31,27.93,52.76,Baluchi,Shia Islam,low,16,2031-01-15,7.95,5,9,1,3503879,245823,shelter,medium,low,46,4,6
4034,Afghanistan,civil war,2021-01-16,,29,260,4034,Iran,Red Cross,humanitarian,2021-01-16,,yes,Iraq,20959696,43276,45.32,37.61,62.71,Baluchi,Sunni Islam,medium,0,2031-01-16,6.49,4,2,2,2102095,477246,water,high,medium,46,21,4
4035,Iran,terrorism,2021-01-17,2023-01-01,77,794,4035,Afghanistan,Red Cross,humanitarian,2021-01-17,,partial,Yemen,12193080,17479,13.73,12.01,82.63,Persian,Shia Islam,medium,12,2031-01-17,4.41,1,8,1,447403,1286284,food,medium,high,48,1,7
4036,Afghanistan,territorial conflict,2021-01-18,,58,712,4036,Syria,NATO,military,2021-01-18,,no,Syria,37346520,8788,35.28,5.84,65.06,Persian,Sunni Islam,high,14,2031-01-18,9.25,5,8,9,3643163,2750047,medicine,medium,low,55,36,2
4037,Iran,territorial conflict,2021-01-19,2023-01-01,9,32,4037,Syria,NATO,humanitarian,2021-01-19,2023-01-01,partial,Syria,19875662,43359,42.33,24.35,50.94,Kurd,Sunni Islam,low,14,2031-01-19,3.63,2,7,5,2557874,360644,medicine,low,high,15,5,1
4038,Iraq,territorial conflict,2021-01-20,,24,948,4038,Yemen,NATO,humanitarian,2021-01-20,,no,Iran,33774387,23966,23.02,49.6,95.68,Baluchi,Christianity,medium,19,2031-01-20,7.18,4,9,2,2368404,794076,food,medium,medium,92,22,2
4039,Iraq,civil war,2021-01-21,2023-01-01,13,860,4039,Afghanistan,NATO,diplomatic,2021-01-21,2023-01-01,partial,Yemen,1133003,11661,35.36,58.36,86.12,Persian,Christianity,medium,10,2031-01-21,3.6,1,5,4,4789243,1842063,medicine,medium,medium,9,30,1
4040,Iran,civil war,2021-01-22,,42,687,4040,Yemen,UN,military,2021-01-22,,no,Syria,7619531,21332,31.26,34.64,83.9,Baluchi,Sunni Islam,medium,15,2031-01-22,5.31,3,8,7,1795095,775697,shelter,medium,high,68,15,3
4041,Iran,terrorism,2021-01-23,2023-01-01,12,365,4041,Iran,NATO,humanitarian,2021-01-23,2023-01-01,no,Iraq,10077749,30869,49.18,43.53,79.57,Baluchi,Shia Islam,medium,8,2031-01-23,8.1,6,8,0,4252914,136574,food,medium,high,80,10,5
4042,Afghanistan,terrorism,2021-01-24,2023-01-01,35,982,4042,Yemen,Red Cross,military,2021-01-24,,yes,Syria,27495878,47280,9.8,50.53,94.17,Baluchi,Christianity,high,7,2031-01-24,6.06,7,6,4,3056231,2278469,food,medium,medium,48,41,1
